GTIN,BaseUnit,NetWeight,NetWeightUnitOfMeasure
14600375914525,PI,5280,GRM
7622300376338,BI,50,GRM
7622300376321,PI,800,GRM
7622300453848,BI,95,GRM
7622300453831,PI,1140,GRM
4600375913590,BI,136,GRM
14600375913597,PI,2720,GRM
4600375914351,PI,300,GRM
14600375914358,PI,2400,GRM
4600375041859,BI,126,GRM
14600375041856,PI,7560,GRM
7622300256333,PI,340,GRM
17622300256330,PI,2040,GRM
7622300256395,PI,340,GRM
17622300256392,PI,2040,GRM
7622300256470,PI,340,GRM
17622300256477,PI,2040,GRM
4600375914320,PI,630,GRM
14600375914327,PI,7560,GRM
4600375914337,PI,780,GRM
14600375914334,PI,7800,GRM
4607001771012,BI,18,GRM
4607001771029,PI,180,GRM
4607001771036,PI,2160,GRM
4600375914368,BI,290,GRM
14600375914365,PI,6380,GRM
7622300328580,BI,45,GRM
7622300279752,PI,720,GRM
7622300376161,BI,90,GRM
7622300376154,PI,1800,GRM
7622300444105,BI,190,GRM
7622300444099,PI,1140,GRM
7622300455040,BI,85,GRM
7622300455033,PI,2040,GRM
7622300432348,BI,18,GRM
7622300432331,PI,270,GRM
7622300432324,PI,2160,GRM
7622300461553,BI,209,GRM
7622300461546,PI,1254,GRM
7622300444068,BI,47.5,GRM
7622300444051,PI,570,GRM
7622300444082,BI,95,GRM
7622300444075,PI,1140,GRM
7622300463748,BI,21,GRM
7622300463786,PI,504,GRM
7622300463755,BI,21,GRM
7622300463830,PI,504,GRM
7622300463793,BI,100,GRM
7622300463809,PI,2400,GRM
7622300463816,BI,21,GRM
7622300463823,PI,504,GRM
7622300463847,BI,100,GRM
7622300463854,PI,2400,GRM
4600375914382,BI,30,GRM
4600375914399,PI,150,GRM
14600375914389,PI,720,GRM
14600375914396,PI,3000,GRM
7622300474393,PI,450,GRM
7622300474386,PI,1800,GRM
7622300455064,BI,160,GRM
7622300455057,PI,2880,GRM
7622300461515,BI,160,GRM
7622300461508,PI,2880,GRM
7622300494919,BI,95,GRM
7622300494902,PI,570,GRM
4600375010114,BI,150,GRM
4600375520248,PI,4500,GRM
4600375912715,PI,900,GRM
14600375912712,PI,5400,GRM
4600375040401,BI,38,GRM
4600375040418,PI,4332,GRM
4600375040425,BI,0.038,KGM
4600375040432,PI,4.332,KGM
4600375912807,PI,780,GRM
14600375912804,PI,7800,GRM
4600375041552,BI,0.145,KGM
4600375520361,PI,5.075,KGM
4600375912722,PI,630,GRM
14600375912729,PI,7560,GRM
4600375912739,PI,630,GRM
14600375912736,PI,7560,GRM
4600375912746,PI,630,GRM
14600375912743,PI,7560,GRM
4600375912784,PI,630,GRM
14600375912781,PI,7560,GRM
4600375912814,PI,780,GRM
14600375912811,PI,7800,GRM
4600375912791,PI,780,GRM
14600375912798,PI,7800,GRM
4600375912845,PI,780,GRM
14600375912842,PI,7800,GRM
4600375912838,PI,520,GRM
14600375912835,PI,6240,GRM
4600375912821,PI,520,GRM
14600375912828,PI,6240,GRM
4600375913675,BI,25,GRM
4600375913682,PI,500,GRM
14600375913689,PI,4000,GRM
4600375913972,BI,0.176,KGM
14600375913979,PI,3.52,KGM
4600375914269,BI,153,GRM
14600375914266,PI,3060,GRM
4607001770350,BI,95,GRM
7622300201913,BI,0.013,KGM
7622300201883,PI,0.135,KGM
7622300201876,PI,1.08,KGM
7622300229092,PI,0.27,KGM
17622300229099,PI,1.08,KGM
7622300201968,BI,0.013,KGM
7622300201951,PI,0.135,KGM
7622300201944,PI,1.08,KGM
7622300256302,PI,0.34,KGM
17622300256309,PI,2.04,KGM
7622300274061,PI,340,GRM
17622300274068,PI,2040,GRM
7622300323486,BI,45,GRM
7622300279561,PI,1080,GRM
7622300323493,BI,45,GRM
7622300279622,PI,1080,GRM
7622300397531,PI,256,GRM
7622300397470,PI,2560,GRM
7622300397548,PI,256,GRM
7622300397487,PI,2560,GRM
7622300462727,BI,90,GRM
7622300522223,PI,450,GRM
7622300522216,PI,1800,GRM
7622300462741,BI,90,GRM
7622300522247,PI,450,GRM
7622300522230,PI,1800,GRM
7622300504458,PI,340,GRM
7622300504434,PI,2040,GRM
7622300238278,PI,450,GRM
17622300238275,PI,1800,GRM
17622300287648,PI,1956,GRM
7622300274085,PI,340,GRM
17622300274082,PI,2040,GRM
7622300469191,BI,85,GRM
7622300469184,PI,2040,GRM
7622300302115,BI,95,GRM
7622300302146,PI,570,GRM
7622300493073,BI,192,GRM
7622300493035,PI,2304,GRM
4600375914535,BI,300,GRM
14600375914532,PI,4200,GRM
4600375914542,BI,300,GRM
14600375914549,PI,4200,GRM
7622300463663,BI,95,GRM
7622300463656,PI,2185,GRM
7622300463694,BI,95,GRM
7622300463670,PI,2185,GRM
7622300463700,BI,95,GRM
7622300463687,PI,2185,GRM
7622300493110,BI,192,GRM
7622300493080,PI,2304,GRM
7622300493134,BI,192,GRM
7622300493127,PI,2304,GRM
4600375914559,BI,300,GRM
14600375914556,PI,4200,GRM
4600375914566,BI,50,GRM
14600375914563,PI,1500,GRM
4600375914573,BI,50,GRM
14600375914570,PI,1500,GRM
4600375914580,BI,50,GRM
14600375914587,PI,1500,GRM
7622300482527,BI,75,GRM
7622300482510,PI,1125,GRM
7622300482541,BI,75,GRM
7622300482534,PI,1125,GRM
7622300376017,BI,15,GRM
7622300375997,PI,90,GRM
7622300375980,PI,1800,GRM
7622300376055,BI,15,GRM
7622300376048,PI,90,GRM
7622300376031,PI,1800,GRM
7622300504632,BI,179,GRM
7622300504618,PI,2506,GRM
7622300504687,BI,237,GRM
7622300504656,PI,2844,GRM
4600375913743,PI,272,GRM
14600375913740,PI,2720,GRM
7622300187200,PI,400,GRM
17622300187207,PI,2000,GRM
7622300187316,PI,400,GRM
17622300187313,PI,2000,GRM
4601738003415,PI,500,GRM
14601738003412,PI,2000,GRM
4601738003439,PI,500,GRM
14601738003436,PI,2000,GRM
4601738003422,PI,500,GRM
14601738003429,PI,2000,GRM
4601738005211,PI,350,GRM
14601738005218,PI,1400,GRM
4601738005228,PI,350,GRM
14601738005225,PI,1400,GRM
7622300165482,PI,500,GRM
17622300165489,PI,2000,GRM
7622300165437,PI,450,GRM
17622300165434,PI,1800,GRM
7622300165413,PI,450,GRM
17622300165410,PI,1800,GRM
7622300274047,PI,540,GRM
17622300274044,PI,2160,GRM
7622300191962,PI,480,GRM
17622300191969,PI,1920,GRM
7622300273194,PI,400,GRM
17622300273191,PI,2000,GRM
7622300273200,PI,400,GRM
17622300273207,PI,2000,GRM
7622300187361,PI,450,GRM
17622300187368,PI,1800,GRM
7622300287641,PI,326,GRM
7622300446772,PI,3260,GRM
7622300237936,PI,462,GRM
17622300237933,PI,2772,GRM
7622300256302,PI,340,GRM
17622300256309,PI,2040,GRM
7622300256449,PI,340,GRM
17622300256446,PI,2040,GRM
7622300492779,PI,1140,GRM
7622300376239,PI,450,GRM
7622300376222,PI,1800,GRM
7622300376253,PI,450,GRM
7622300376246,PI,1800,GRM
7622300287696,PI,475,GRM
17622300287693,PI,1900,GRM
7622300447410,PI,1080,GRM
7622300447403,PI,7560,GRM
7622300397524,PI,272,GRM
7622300397463,PI,2720,GRM
7622300397494,PI,272,GRM
7622300397432,PI,2720,GRM
7622300397500,PI,272,GRM
7622300397449,PI,2720,GRM
7622300397517,PI,272,GRM
7622300397456,PI,2720,GRM
7622300462710,PI,1800,GRM
7622300462734,PI,1800,GRM
7622300504397,PI,340,GRM
7622300504373,PI,2040,GRM
7622300397425,PI,272,GRM
7622300397418,PI,2720,GRM
4607001770343,BI,47.5,GRM
7622300492816,PI,3000,GRM
7622300447441,PI,1080,GRM
7622300447427,PI,7560,GRM
5410081200933,BI,150,GRM
7622300520076,PI,3600,GRM
5410081201053,BI,150,GRM
7622300520090,PI,3600,GRM
5410081201848,BI,150,GRM
7622300520083,PI,3600,GRM
7622300333966,BI,100,GRM
7622300333959,PI,2000,GRM
7622300334079,BI,100,GRM
7622300279691,PI,2000,GRM
7622300334086,BI,100,GRM
7622300279707,PI,2000,GRM
7622300499389,BI,100,GRM
7622300499372,PI,2000,GRM
7622300346089,PI,720,GRM
7622400010873,BI,200,GRM
7622200176243,PI,1200,GRM
7622300164362,PI,500,GRM
17622300164369,PI,2000,GRM
7622300496371,BI,137,GRM
7622300496364,PI,1644,GRM
7622300513603,PI,420,GRM
7622300513597,PI,2520,GRM
7622300487027,BA,470,GRM
7622300486945,PI,3760,GRM
14600375912682,PI,6048,GRM
7622300343590,BI,177.5,GRM
7622300343583,PI,1065,GRM
3117341650010,BI,250,GRM
7622300628581,PI,3000,GRM
7622300575267,PI,475,GRM
7622300575274,PI,2375,GRM
7622300575243,PI,475,GRM
7622300575298,PI,2375,GRM
7622300570415,PI,475,GRM
7622300570446,PI,2375,GRM
7622300447458,PI,1080,GRM
7622300447434,PI,7560,GRM
7622300002404,BI,250,GRM
7622300492847,BA,500,GRM
7622300492830,PI,3000,GRM
7622300580025,PI,190,GRM
7622300580001,PI,1140,GRM
7622300514006,PI,190,GRM
7622300513986,PI,1140,GRM
7622300463762,BI,100,GRM
7622300463779,PI,3600,GRM
7622300409845,BI,15,GRM
7622300177454,PI,600,GRM
7622300409883,BI,16,GRM
7622300177478,PI,640,GRM
7622300510084,BI,100,GRM
7622300510077,PI,2000,GRM
7622300582470,BA,380,GRM
7622300582463,PI,1900,GRM
4600375914740,BI,130,GRM
14600375914747,PI,7800,GRM
4600375914702,BI,126,GRM
14600375914709,PI,7560,GRM
4600375914726,BI,126,GRM
14600375914723,PI,5040,GRM
8026473227579,BI,2290,GRM
7702018982233,BI,0.2,KGM
7702018982240,PI,1.2,KGM
5013965816642,PI,264,KGM
4056800922680,BI,383,GRM
4056800922697,PI,2298,GRM
4056800922710,PI,471.09,KGM
5011321977235,BI,200,GRM
5011321977259,PI,1200,GRM
5013965608698,PI,230.4,KGM
7702018074853,BA,0.324,KGM
7702018074846,PI,1.944,KGM
5013965798290,PI,198.288,KGM
7702018837816,BI,0.195,KGM
7702018970711,BI,0.124,KGM
9000100180160,BI,0.45,KGM
9000100180177,PI,9,KGM
9000100180184,PI,576,KGM
9000100354318,BI,2.4,KGM
9000100354325,PI,9.6,KGM
9000100354332,PI,576,KGM
4605966014281,BI,0.34,KGM
14605966014288,PI,2.04,KGM
4015000556729,PI,489.6,KGM

