GTIN,BaseUnit,NetWeight,NetWeightUnitOfMeasure
4003790014970,BI,,
4003790036972,PI,,
4003790015755,BI,,
4003790025419,BI,,
4003790028199,BI,,
4003790102288,BI,,
4003790102295,PI,,
4003790105111,BI,,
4003790105104,PI,,
4003790109072,BI,,
4003790109089,PI,,
4003790109171,BI,,
4003790109188,PI,,
4003790109195,BI,,
4003790109201,PI,,
4006635530000,BI,,
4006635531007,BI,,
5029054045749,PI,,
4006635541013,BI,,
5029054045640,PI,,
4006635541020,BI,,
4006635962023,BI,,
4006635962030,PI,,
4009175104281,BI,,
4009175118356,BI,,
4009175018359,PI,,
4009175120915,BI,,
4009175136398,BI,,
4009175036391,PI,,
4009175136404,BI,,
4009175036407,PI,,
4009175136411,BI,,
4009175036414,PI,,
4009175136428,BI,,
4009175036421,PI,,
4009175136435,BI,,
4009175036438,PI,,
4009175136442,BI,,
4009175036445,PI,,
4009175138903,BI,,
4009175038906,PI,,
4009175140081,BI,,
4009175141576,BI,,
4009175041579,PI,,
4009175141583,BI,,
4009175041586,PI,,
4009175141651,BI,,
4009175141668,BI,,
4009175041661,PI,,
4009175141798,BI,,
4009175041791,PI,,
4009175142153,BI,,
4009175042156,PI,,
4009175144560,BI,,
4009175044563,PI,,
4009175144577,BI,,
4009175044570,PI,,
4009175148070,BI,,
4009175048073,PI,,
4009175148094,BI,,
4009175150806,BI,,
4009175161833,BI,,
4009175061836,PI,,
4009175161901,BI,,
4009175061904,PI,,
4009175163868,BI,,
4009175063861,PI,,
4009175163875,BI,,
4009175063878,PI,,
4009175163882,BI,,
4009175063885,PI,,
4009175163899,BI,,
4009175063892,PI,,
4009175164506,BI,,
4009175164520,BI,,
4009175064523,PI,,
4009175164537,BI,,
4009175064530,PI,,
4009175165923,BI,,
4009175065926,PI,,
4009175165930,BI,,
4009175065933,PI,,
4009175168337,BI,,
4009175068330,PI,,
4009175169518,BI,,
4009175069511,PI,,
4009175170507,BI,,
4009175070500,PI,,
4009175170699,BI,,
4009175070692,PI,,
4009175170941,BI,,
4009175171009,BI,,
4009175071002,PI,,
4009175174543,BI,,
4009175074546,PI,,
4009175174611,BI,,
4009175074614,PI,,
4023103000018,BI,,
4023103000025,BI,,
4023103072206,BI,,
4023103094406,PI,,
4023103072213,BI,,
4023103092198,PI,,
4023103092167,BI,,
4023103092235,PI,,
4023103094192,BI,,
4023103094413,PI,,
4023103094208,BI,,
4023103094222,PI,,
4023103094475,BI,,
4023103094482,PI,,
4023103107793,BI,,
4023103107786,PI,,
4023103110359,BI,,
4023103110380,BI,,
4023103110397,PI,,
4023103113411,BI,,
4023103113435,BI,,
4023103113381,PI,,
4023103114975,BI,,
4023103114968,PI,,
4039864110019,BI,,
4039864110026,BI,,
4039864110033,BI,,
4039864110040,BI,,
4039864110057,BI,,
4039864110064,BI,,
4039864110071,BI,,
4039864110088,BI,,
4039864110095,BI,,
4039864110101,BI,,
4039864110118,BI,,
4039864110132,BI,,
5010121096504,BI,,
5010121196501,PI,,
5010121096511,BI,,
5010121196518,PI,,
5450034046218,BI,,
4009175040060,PI,,
5450034047512,BI,,
4009175040190,PI,,
9001531017599,BI,,
9001531050411,PI,,
9001531017643,BI,,
9001531007644,PI,,
9001531017674,BI,70,GRM
9001531007675,PI,,
9001531017964,BI,,
9001531007965,PI,,
9001531017971,BI,,
9001531007972,PI,,
9001531017995,BI,,
9001531007996,PI,,
9001531121722,BI,,
9001531121760,BI,,
9001531021763,PI,,
9001531121777,BI,,
9001531142536,BI,,
9001531042539,PI,,
9001531145742,BI,,
9001531045745,PI,,
9001531150814,BI,GRM,
9001531168284,BI,,
9001531068270,PI,,
9001531169489,BI,,
9001531069482,PI,,
9001531170201,BI,,
9001531070204,PI,,
9001531170287,BI,,
9001531070280,PI,,
40231031134435,BI,,
40144511,BI,,
4014400100112,PI,,
4014400400007,BI,,
4014400912227,PI,,
4014400194906,PI,,
4014400294903,PI,,
4014400018134,PI,,
4014400900217,BI,,
4014400014754,PI,,
4014400900576,BI,,
4014400018332,PI,,
4014400901191,BI,,
4014400015409,PI,,
4014400901405,BI,,
4014400015416,PI,,
4014400901412,BI,,
4014400015423,PI,,
4014400902662,BI,,
4014400019728,PI,,
4014400905205,BI,,
4014400760057,PI,,
4014400905410,BI,,
4014400760200,PI,,
4014400907728,BI,,
4014400114706,PI,,
46003553,BI,50,GRM
4600384030813,PI,1.8,KGM
4600384003596,PI,9,KGM
46005830,BI,28,GRM
4600384030714,PI,1.008,KGM
4600384002919,PI,10.08,KGM
46021915,BI,45,GRM
4600384200674,PI,1.62,KGM
4600384003589,PI,8.1,KGM
46024756,BI,47.5,GRM
4606272004720,PI,0.57,KGM
46025227,BI,25,GRM
4600384002285,PI,375,GRM
4600384004340,PI,15,KGM
46025418,BI,70,GRM
4600384202319,PI,1.26,KGM
4600384003572,PI,12.6,KGM
46033901,BI,46,GRM
4600680205878,PI,1.104,KGM
4600680006550,PI,8.832,KGM
46046994,BI,10,GRM
4601339000554,PI,480,GRM
4601339003234,PI,9.6,KGM
46047014,BI,10,GRM
4601339001506,PI,480,GRM
4601339003449,PI,9.6,KGM
46047045,BI,10,GRM
4601339203177,PI,480,GRM
4601339004453,PI,9.6,KGM
46057570,BI,2,GRM
4607085440231,PI,200,GRM
4607085440156,PI,2.4,KGM
46061959,BI,10,GRM
4601339004668,PI,480,GRM
4601339004675,PI,9.6,KGM
46068002,BI,50,GRM
4607150080652,PI,1.8,KGM
4607150080669,PI,9,KGM
46071989,BI,18,GRM
4607150083455,PI,180,GRM
4607150083462,PI,1.44,KGM
46071996,BI,18,GRM
4607150082922,PI,180,GRM
4607150082939,PI,1.44,KGM
46384133,BI,25,GRM
4600384002209,PI,375,GRM
4600384004258,PI,15,KGM
3033710021758,BI,95,GRM
4606272005611,PI,190,GRM
4606272005628,PI,1.14,KGM
4005500023029,BI,209,GRM
4005500023043,PI,2.508,KGM
4005500070429,BI,209,GRM
4005500421788,PI,2.508,KGM
4005500084457,BI,210,GRM
4005500421313,PI,2.52,KGM
4600384001080,BI,100,GRM
4600384002179,PI,500,GRM
4600384004180,PI,12,KGM
4600384001172,BI,265,GRM
4600384003435,PI,2.12,KGM
4600384001325,BI,100,GRM
4600384201329,PI,1.8,KGM
4600384003831,PI,10.8,KGM
4600384005538,BI,100,GRM
4600384005545,PI,1.8,KGM
4600384006344,BI,130,GRM
4600384006351,PI,2.08,KGM
4600384006368,BI,218,GRM
4607150081888,PI,436,GRM
4607150081895,PI,3.488,KGM
4600384006405,BI,488,GRM
4600384006412,PI,3.904,KGM
4600384006603,BI,500,GRM
4600384006610,PI,7,KGM
4600384006689,BI,205,GRM
4607150085107,PI,410,GRM
4607150085114,PI,2.05,KGM
4600384017708,BI,100,GRM
4600384002223,PI,1,KGM
4600384004289,PI,12,KGM
4600583004042,BI,193,GRM
4606272003242,PI,579,GRM
4606272003594,PI,3.474,KGM
4600583004141,BI,230,GRM
4606272003235,PI,460,GRM
4606272003587,PI,4.14,KGM
4600680000268,BI,75,GRM
4600680006406,PI,1.8,KGM
4600680005546,BI,1,KGM
4600680006321,PI,6,KGM
4601170000577,BI,95,GRM
4606272005659,PI,190,GRM
4606272005666,PI,1.14,KGM
4601170000638,BI,95,GRM
4606272005673,PI,190,GRM
4606272005680,PI,1.14,KGM
4601339000349,BI,26,GRM
4601339000356,PI,624,GRM
4601339001070,BI,61,GRM
4606272007714,PI,305,GRM
4606272007721,PI,1.22,KGM
4601339001407,BI,53,GRM
4601339001452,PI,1.06,KGM
4601339001711,BI,24,GRM
4601339003746,PI,576,GRM
4601339002435,BI,25,GRM
4601339004392,PI,600,GRM
4601339002480,BI,75,GRM
4601339000158,PI,1.35,KGM
4601339004842,BI,38,GRM
4601339004859,PI,684,GRM
4601339004866,BI,34,GRM
4601339004873,PI,612,GRM
4601339005146,BI,19,GRM
4601339005153,PI,532,GRM
4601339005160,BI,25,GRM
4601339005177,PI,650,GRM
4601339005603,BI,24,GRM
4601339005610,PI,480,GRM
4601339005771,BI,41,GRM
4601339005788,PI,820,GRM
4603341000119,BI,1.044,KGM
24603341000212,PI,2.088,KGM
4603341002946,BI,800,GRM
24603341002940,PI,3.2,KGM
4603341002977,BI,800,GRM
24603341002971,PI,3.2,KGM
4603341003158,BI,250,GRM
24603341003152,PI,1.25,KGM
4603341004025,BI,275,GRM
14603341004022,PI,1.65,KGM
4603341004049,BI,340,GRM
14603341004046,PI,2.04,KGM
4603341004247,BI,250,GRM
14603341004244,PI,3,KGM
4603341004339,BI,232,GRM
14603341004336,PI,0.928,KGM
4603341004438,BI,290,GRM
14603341004435,PI,3.48,KGM
4606272000166,BI,95,GRM
4606272005345,PI,380,GRM
4606272005352,PI,1.9,KGM
4606272001453,BI,100,GRM
4606272005406,PI,300,GRM
4606272005413,PI,2.1,KGM
4606272002269,BI,190,GRM
4606272004713,PI,1.14,KGM
4606272002283,BI,95,GRM
4606272005383,PI,190,GRM
4606272005390,PI,1.14,KGM
4606272004577,BI,110,GRM
4606272006984,PI,2.2,KGM
4606272011209,BI,290,GRM
4606272011216,PI,2.32,KGM
4606272011223,BI,250,GRM
4606272011230,PI,2,KGM
4606868429500,BI,500,GRM
4606868000174,PI,1,KGM
4606868000181,PI,7,KGM
4606868430155,BI,460,GRM
4606868432432,PI,0.92,KGM
4606868000082,PI,4.6,KGM
4606868430179,BI,430,GRM
4606868432401,PI,860,GRM
4606868000044,PI,4.3,KGM
4606868430339,BI,46,GRM
4607150085411,PI,920,GRM
4607150085428,PI,4.6,KGM
4606868430995,BI,370,GRM
14606868430992,PI,3.7,KGM
4606868431022,BI,370,GRM
14606868431029,PI,3.7,KGM
4606868431855,BI,258,GRM
4606868431862,PI,516,GRM
4606868000167,PI,3.612,KGM
4606868431879,BI,252,GRM
4606868000143,PI,504,GRM
4606868000150,PI,3.528,KGM
4606868431947,BI,200,GRM
14606868431944,PI,2.8,KGM
4606868431961,BI,200,GRM
4606868431978,PI,400,GRM
4606868000105,PI,2.8,KGM
4606868431985,BI,190,GRM
4606868431930,PI,380,GRM
4606868000099,PI,2.66,KGM
4606868432128,BI,430,GRM
4606868432425,PI,860,GRM
4606868000037,PI,4.3,KGM
4607006370098,BI,250,GRM
4606272003273,PI,500,GRM
24606272003277,PI,4,KGM
4607006370555,BI,250,GRM
4606272005284,PI,500,GRM
4606272005291,PI,4,KGM
4607006370562,BI,375,GRM
4607006370913,PI,6.75,KGM
4607006371026,BI,250,GRM
4606272003266,PI,500,GRM
24606272003260,PI,3.5,KGM
4607085440118,BI,250,GRM
4607085440125,PI,3,KGM
4607085440163,BI,190,GRM
4607085440170,PI,2.28,KGM
4607085440309,BI,95,GRM
4606272009442,PI,190,GRM
4606272009459,PI,1.14,KGM
4607085440385,BI,47.5,GRM
4607085440392,PI,1.14,KGM
4607150080157,BI,95,GRM
4607150080164,PI,1.14,KGM
4607150080195,BI,150,GRM
4607150080201,PI,1.8,KGM
4607150080218,BI,75,GRM
4607150080225,PI,0.9,KGM
4607150080614,BI,70,GRM
4607150080621,PI,1.26,KGM
4607150080638,PI,12.6,KGM
4607150080829,BI,190,GRM
4607150080836,PI,3.42,KGM
4607150080843,BI,152,GRM
4607150080850,PI,3.8,KGM
4607150080881,BI,185,GRM
4607150080898,PI,4.625,KGM
4607150081345,BI,100,GRM
4607150081352,PI,2.4,KGM
4607150081628,BI,95,GRM
4607150081635,PI,1.14,KGM
4607150081680,BI,142.5,GRM
4607150081697,PI,0.855,KGM
4607150081840,BI,40,GRM
4607150081857,PI,800,GRM
4607150082892,BI,40,GRM
4607150082908,PI,720,GRM
4607150083479,BI,250,GRM
4607150083486,PI,4,KGM
4607150084346,BI,50,GRM
4607150084353,PI,700,GRM
4607150084407,BI,75,GRM
4607150084414,PI,1.8,KGM
4607150085435,BI,100,GRM
4607150085442,PI,2,KGM
4607150085459,PI,12,KGM
4607150085886,BI,150,GRM
4607150089297,PI,300,GRM
4607150089303,PI,1.8,KGM
4607150086104,BI,19,GRM
4607150086111,PI,456,GRM
4607150086128,BI,26,GRM
4607150086135,PI,624,GRM
4607150088016,BI,31,GRM
4607150088023,PI,680,GRM
4607150088030,BI,31,GRM
4607150088047,PI,558,GRM
4607150088900,BI,68,GRM
4607150088917,PI,1.632,KGM
4607150088924,PI,6.528,KGM
4820001311990,BI,210,GRM
4820001312003,PI,6.3,KGM
4823000910690,BI,90,GRM
4823000910706,PI,990,GRM
4823000910713,PI,4.95,KGM
5900020000910,BI,250,GRM
4606272005222,PI,500,GRM
4606272005239,PI,4,KGM
5900020004185,BI,250,GRM
4606272003280,PI,500,GRM
4606272004478,PI,4,KGM
5900020004451,BI,300,GRM
4606272003297,PI,600,GRM
4606272004539,PI,4.8,KGM
5900452000205,BI,182.39,GRM
5900452006153,PI,2.189,KGM
5900452078013,BI,80,GRM
4606230000702,PI,320,GRM
4607150083974,PI,960,GRM
5900452078051,BI,80,GRM
4606230000665,PI,320,GRM
4607150083998,PI,960,GRM
5900452078105,BI,80,GRM
4606230000689,PI,320,GRM
4607150084018,PI,960,GRM
5900452078419,BI,80,GRM
4606230000641,PI,320,GRM
4607150084087,PI,960,GRM
5900452078426,BI,80,GRM
4606230000740,PI,320,GRM
4607150084025,PI,960,GRM
5900452078433,BI,80,GRM
4606230000726,PI,320,GRM
4607150084001,PI,960,GRM
5900452078440,BI,80,GRM
4606230000764,PI,320,GRM
4607150083981,PI,960,GRM
6417906210404,BI,125,GRM
6417906210411,PI,1.5,KGM
6417906211708,BI,125,GRM
6417906211715,PI,1.5,KGM
6417906211807,BI,125,GRM
6417906211814,PI,1.5,KGM
6417906211906,BI,125,GRM
4606272007592,PI,375,GRM
4606272007608,PI,1.5,KGM
6417906212101,BI,200,GRM
6417906212118,PI,2.4,KGM
6417906212200,BI,200,GRM
4607150083325,PI,600,GRM
4607150083332,PI,2.4,KGM
6417906212804,BI,200,GRM
4606272008483,PI,600,GRM
4606272008490,PI,2.4,KGM
7613030055891,BI,95,GRM
4606272005598,PI,190,GRM
4606272005604,PI,1.14,KGM
7613030867586,BI,190,GRM
7613030867593,PI,2.28,KGM
7613030870302,BI,95,GRM
7613030870319,PI,1.14,KGM
7613031370245,BI,400,GRM
7613031370252,PI,2.4,KGM
7613031586523,BI,100,GRM
4607150089259,PI,200,GRM
4607150089266,PI,600,GRM
7613031590988,BI,100,GRM
4607150089273,PI,200,GRM
4607150089280,PI,600,GRM
7616100820009,BI,400,GRM
7616100098002,PI,9.6,KGM
8593893413580,BI,90,GRM
8593893413573,PI,2.16,KGM
8593893714953,BI,15,GRM
8593893714960,PI,450,GRM
8593893714977,BI,75,GRM
8593893714984,PI,2.4,KGM
8593893714991,BI,75,GRM
8593893715004,PI,2.4,KGM
8593893718326,BI,60,GRM
8593893718333,PI,1.92,KGM
8593893718340,BI,50,GRM
8593893718357,PI,1.6,KGM
8715000029952,BI,5,KGM
8715000929238,PI,20,KGM
4601339001049,BI,1,KGM
4601339003531,PI,6,KGM
4601339001056,BI,1,KGM
4601339216504,PI,6,KGM
4606272000197,BI,750,GRM
4606272004614,PI,4.5,KGM
3010470169203,BI,195,GRM
4606272002368,PI,585,GRM
4606272005901,PI,4.68,KGM
3010470169210,BI,195,GRM
4606272002344,PI,585,GRM
4606272005888,PI,4.68,KGM
3010470169227,BI,195,GRM
4606272002382,PI,585,GRM
4606272005925,PI,4.68,KGM
3010470169401,BI,400,GRM
4606272002528,PI,800,GRM
4606272006052,PI,4,KGM
3010470169418,BI,400,GRM
4606272002542,PI,800,GRM
4606272006076,PI,4,KGM
3010470169432,BI,400,GRM
4606272002535,PI,800,GRM
4606272006069,PI,4,KGM
3010470169456,BI,400,GRM
4606272002559,PI,800,GRM
4606272006083,PI,4,KGM
5997204506702,BI,800,GRM
5997204506719,PI,9.6,KGM
5997204507488,BI,400,GRM
4606272002665,PI,800,GRM
4606272004799,PI,9.6,KGM
5997204508768,BI,1.2,KGM
7613031910793,PI,14.4,KGM
5997204550965,BI,400,GRM
4606272002610,PI,800,GRM
4606272005048,PI,9.6,KGM
5997204591074,BI,400,GRM
4606272002450,PI,800,GRM
4606272006045,PI,9.6,KGM
7613031328673,BI,1.2,KGM
7613031910847,PI,14.4,KGM
7613031526086,BI,3,KGM
7613031526093,PI,12,KGM
7613031526253,BI,3,KGM
7613031529575,PI,12,KGM
7613031553839,BI,2,KGM
7613031553846,PI,12,KGM
7613031553853,BI,2,KGM
7613031553860,PI,12,KGM
7613031553877,BI,2,KGM
7613031553884,PI,12,KGM
7613031604777,BI,2,KGM
7613031604784,PI,12,KGM
7613031604937,BI,2,KGM
7613031605149,PI,12,KGM
7613031605156,BI,2,KGM
7613031605163,PI,12,KGM
7613031605170,BI,2,KGM
7613031605187,PI,12,KGM
7613031605194,BI,2,KGM
7613031605200,PI,12,KGM
7613031910632,BI,1.2,KGM
7613031910748,PI,14.4,KGM
7613031910809,BI,1.2,KGM
7613031910816,PI,14.4,KGM
46057570,BI,,
4607085440231,PI,,
4607085440156,PI,,
4002911127056,BI,53,GRM
4002911227053,PI,,
2894250000006,BI,,
3253560100100,BI,,
3253560100186,BI,,
3253560100209,BI,,
3253560101503,BI,20,GRM
3253560102999,BI,110,GRM
3253560107888,BI,220,GRM
3253560107994,BI,130,GRM
3253560113018,BI,80,GRM
3253560121051,BI,374,GRM
3253560168704,BI,169,GRM
3253560168742,BI,212,GRM
3253560168766,BI,219,GRM
3253560168803,BI,262,GRM
3253560285005,BI,81,GRM
3253560304577,BI,414,GRM
3253560304973,BI,201,GRM
3253560332181,BI,155,GRM
3253560341343,BI,500,GRM
3253560474430,BI,261,GRM
3253560625085,BI,256,GRM
3253560644581,BI,453,GRM
3253560649166,BI,75,GRM
3253560649234,BI,27,GRM
3253560649326,BI,73,GRM
3253560649401,BI,110,GRM
3253560649555,BI,73,GRM
3253560650094,BI,514,GRM
3253560680107,BI,320,GRM
3253560680114,BI,300,GRM
3253560698041,BI,630,GRM
3253560840556,BI,305,GRM
3253560840723,BI,250,GRM
3253560840761,BI,505,GRM
3253560846220,BI,300,GRM
3253560846251,BI,240,GRM
3253560877910,BI,116,GRM
3253560877934,BI,448,GRM
3253560877941,BI,770,GRM
3253561152887,BI,442,GRM
3253561155949,BI,326,GRM
3253561155956,BI,455,GRM
3253561155994,BI,445,GRM
3253561423901,BI,515,GRM
3253561455308,BI,790,GRM
3253561514883,BI,797,GRM
3253561546273,BI,450,GRM
3253561546280,BI,660,GRM
3253561771866,BI,1796,GRM
3253562100993,BI,,
3253562145635,BI,412,GRM
3253562145666,BI,460,GRM
3253562152886,BI,442,GRM
3253562155948,BI,326,GRM
3253562155955,BI,455,GRM
3253562155993,BI,445,GRM
3253562455307,BI,790,GRM
3253564879880,BI,148,GRM
3253564879903,BI,400,GRM
3253565211030,BI,172,GRM
3253565211047,BI,89,GRM
5000366101996,BI,135,GRM
3800005310589,BI,,
3800005310602,BI,,
3800005339009,BI,,
3800005339016,BI,,
3800005339085,BI,,
3800005339146,BI,,
3800010504249,BI,149,GRM
3800010504263,BI,,
3800031755156,BI,,
3800031755163,BI,,
3800031755194,BI,,
3800031755200,BI,,
3800031755224,BI,,
3800031755231,BI,,
3800708310008,BI,,
3800708310039,BI,,
3800708310077,BI,,
3800708310084,BI,,
3800708310176,BI,,
3800708310190,BI,,
3800708310206,BI,,
3800708310213,BI,,
3800708310237,BI,,
3800708310251,BI,,
4607037490727,BI,,
4607037490734,BI,,
4607037490819,BI,,
4607037490826,BI,149,GRM
4607037490833,BI,,
4607037490857,BI,,
4607037490864,BI,,
4607037490888,BI,,
7321010092391,BI,30,GRM
711719608714,BI,,
711719693055,BI,,
5030917027147,BI,,
5030917027192,BI,,
6666666778888,BI,,
4601738004641,BI,0.1,KGM
24601738004645,PI,2,KGM
4601738003422,PI,0.5,KGM
14601738003429,PI,2,KGM
4601738004672,BI,0.07,KGM
4601738005211,PI,0.35,KGM
24601738004676,PI,1.4,KGM
14601738005218,PI,1.4,KGM
7622300248840,BI,0.19,KGM
7622300352608,PI,0.19,KGM
7622300290634,PI,,
7622300248833,PI,1.14,KGM
7622300290627,PI,,
7622300352592,PI,1.14,KGM
7614500010013,BI,0.1,KGM
4601738003767,PI,,
7622200125531,PI,2,KGM
7622300343521,PI,8,KGM
7622200125548,PI,,
14601738003764,PI,,
7614500010310,BI,0.1,KGM
4601738003774,PI,,
7622200125678,PI,,
7622200125685,PI,,
14601738003771,PI,2.1,KGM
48203661,BI,,
4823001406048,PI,0.06,KGM
4823001406055,PI,0.72,KGM
48203678,BI,,
4823001406321,PI,0.06,KGM
4823001406451,PI,0.72,KGM
3117341654018,BI,0.25,KGM
7622300281960,PI,3,KGM
4601738000414,BI,0.2,KGM
7622300187323,PI,0.4,KGM
24601738000418,PI,2,KGM
17622300187320,PI,2,KGM
4601738000438,BI,0.2,KGM
24601738000432,PI,2,KGM
7622300187200,PI,0.4,KGM
17622300187207,PI,2,KGM
4601738000452,BI,0.2,KGM
24601738000456,PI,2,KGM
7622300187316,PI,0.4,KGM
17622300187313,PI,2,KGM
4601738001251,BI,0.2,KGM
24601738001255,PI,2.4,KGM
4601738003392,BI,0.2,KGM
24601738003396,PI,2.4,KGM
4601738004610,BI,0.1,KGM
4601738003408,PI,0.5,KGM
24601738004614,PI,2,KGM
14601738003405,PI,2,KGM
4601738004627,BI,0.1,KGM
4601738003415,PI,0.5,KGM
24601738004621,PI,2,KGM
14601738003412,PI,2,KGM
4601738004634,BI,0.1,KGM
4601738003439,PI,0.5,KGM
24601738004638,PI,2,KGM
14601738003436,PI,2,KGM
4601738004665,BI,0.07,KGM
4601738005235,PI,0.35,KGM
24601738004669,PI,1.4,KGM
14601738005232,PI,1.4,KGM
4601738004689,BI,0.07,KGM
4601738005228,PI,0.35,KGM
24601738004683,PI,1.4,KGM
14601738005225,PI,1.4,KGM
4601738005464,BI,0.1,KGM
14601738005461,PI,2,KGM
7622300187439,PI,0.5,KGM
17622300187436,PI,2,KGM
4601738005471,BI,0.1,KGM
14601738005478,PI,2,KGM
7622300187446,PI,0.5,KGM
17622300187443,PI,2,KGM
4601738005532,BI,0.1,KGM
7622300165390,PI,0.5,KGM
14601738005539,PI,2,KGM
17622300165397,PI,2,KGM
4601738005549,BI,,
14601738005546,PI,,
7622300165406,PI,,
17622300165403,PI,,
4601738005556,BI,0.1,KGM
14601738005553,PI,2,KGM
7622300165468,PI,0.5,KGM
17622300165465,PI,2,KGM
4601738005563,BI,0.1,KGM
14601738005560,PI,2,KGM
7622300165482,PI,0.5,KGM
17622300165489,PI,2,KGM
4601738005570,BI,0.09,KGM
14601738005577,PI,1.8,KGM
7622300165437,PI,0.45,KGM
17622300165434,PI,1.8,KGM
4601738005587,BI,0.09,KGM
7622300165444,PI,0.45,KGM
14601738005584,PI,1.8,KGM
17622300165441,PI,1.8,KGM
4601738005594,BI,0.09,KGM
14601738005591,PI,1.8,KGM
7622300165413,PI,0.45,KGM
17622300165410,PI,1.8,KGM
4601738005600,BI,0.1,KGM
14601738005607,PI,2,KGM
7622300164362,PI,0.5,KGM
17622300164369,PI,2,KGM
4601738005662,BI,0.1,KGM
14601738005669,PI,2,KGM
7622300164355,PI,,
17622300164352,PI,,
4607001770343,BI,,
4607001770732,PI,0.19,KGM
4607001770442,PI,0.57,KGM
14607001770739,PI,0.57,KGM
4607001770350,BI,,
4607001771609,PI,1.14,KGM
7622300187606,PI,0.19,KGM
17622300187603,PI,1.14,KGM
4607001770374,BI,0.095,KGM
4607001771616,PI,1.14,KGM
7622300187583,PI,0.19,KGM
17622300187580,PI,1.14,KGM
4607001770404,BI,0.095,KGM
4607001771623,PI,1.14,KGM
7622300187613,PI,0.19,KGM
17622300187610,PI,1.14,KGM
4607001770411,BI,0.19,KGM
4607001770510,PI,1.14,KGM
4607001770428,BI,0.095,KGM
4607001770701,PI,,
4607001770527,PI,0.57,KGM
14607001770708,PI,,
4607001770435,BI,0.19,KGM
4607001770534,PI,1.14,KGM
4607001770817,BI,0.1,KGM
4607001770848,PI,1.2,KGM
4607001770824,BI,0.2,KGM
4607001770855,PI,1.2,KGM
4607001770831,BI,0.095,KGM
7622300374730,PI,3.99,KGM
4607001770862,PI,1.14,KGM
4607001770947,BI,0.1,KGM
4607001770985,PI,0.6,KGM
4607001770954,BI,0.25,KGM
4607001770992,PI,1.5,KGM
4607001771012,BI,0.018,KGM
4607001771029,PI,0.18,KGM
4607001771036,PI,2.16,KGM
7622300274047,PI,0.54,KGM
17622300274044,PI,2.16,KGM
4607001771135,BI,0.002,KGM
4607001771142,PI,0.05,KGM
4607001771159,PI,0.4,KGM
4607001771197,BI,0.001,KGM
4607001771203,PI,0.045,KGM
4607001771210,PI,0.36,KGM
4607001771364,BI,0.19,KGM
4607001771425,PI,1.14,KGM
7622300374747,PI,5.51,KGM
4607001771555,BI,0.19,KGM
7622300401917,PI,0.19,KGM
4607001771586,PI,1.14,KGM
7622300401900,PI,1.14,KGM
4823001412094,BI,0.24,KGM
7622300192020,PI,,
4823001412421,PI,1.92,KGM
17622300192027,PI,,
4823001412100,BI,0.24,KGM
4823001412414,PI,1.92,KGM
7622300191962,PI,0.48,KGM
17622300191969,PI,1.92,KGM
7614500034033,BI,0.4,KGM
7622200269129,PI,,
7622200269136,PI,,
7614500035788,BI,0.2,KGM
7622200125562,PI,,
7622200125579,PI,,
7622300120894,BI,,
7622300120887,PI,1.92,KGM
7622300191917,PI,,
17622300191914,PI,,
7622300123987,BI,0.1,KGM
7622300123970,PI,2,KGM
7622300187330,PI,0.5,KGM
17622300187337,PI,2,KGM
7622300124045,BI,,
7622300187347,PI,0.5,KGM
7622300124038,PI,2,KGM
17622300187344,PI,2,KGM
7622300127589,BI,0.188,KGM
7622300127565,PI,2.256,KGM
7622300138547,BI,0.25,KGM
7622300138523,PI,3,KGM
7622300138578,BI,0.25,KGM
7622300138561,PI,3,KGM
7622300138622,BI,0.25,KGM
7622300138615,PI,3,KGM
7622300138691,BI,0.2,KGM
7622300138684,PI,2,KGM
7622300273194,PI,0.4,KGM
17622300273191,PI,2,KGM
7622300138714,BI,0.2,KGM
7622300138707,PI,2,KGM
7622300273200,PI,0.4,KGM
17622300273207,PI,2,KGM
7622300138745,BI,0.2,KGM
7622300273217,PI,0.4,KGM
7622300138738,PI,2,KGM
17622300273214,PI,2,KGM
7622300138783,BI,0.09,KGM
7622300187361,PI,0.45,KGM
7622300138776,PI,1.8,KGM
17622300187368,PI,1.8,KGM
7622300141882,BI,0.15,KGM
7622300141875,PI,0.9,KGM
7622300374013,PI,1.8,KGM
7622300147198,BI,0.21,KGM
7622300147181,PI,1.26,KGM
7622300374037,PI,1.47,KGM
7622300147211,BI,,
7622300147204,PI,1.44,KGM
7622300147235,BI,0.3,KGM
7622300147228,PI,1.8,KGM
7622300181512,BI,0.295,KGM
7622300181499,PI,2.36,KGM
7622300238254,BI,0.09,KGM
7622300238247,PI,1.8,KGM
7622300238278,PI,0.45,KGM
17622300238275,PI,1.8,KGM
7622300252687,BI,0.09,KGM
7622300177416,PI,1.8,KGM
7622300376239,PI,0.45,KGM
7622300376222,PI,1.8,KGM
7622300254650,BI,0.095,KGM
7622300287658,PI,0.475,KGM
7622300254643,PI,1.9,KGM
17622300287655,PI,1.9,KGM
7622300254681,BI,0.095,KGM
7622300287665,PI,0.475,KGM
7622300254667,PI,1.9,KGM
17622300287662,PI,1.9,KGM
7622300254735,BI,0.095,KGM
7622300254728,PI,1.9,KGM
7622300287672,PI,0.475,KGM
17622300287679,PI,1.9,KGM
7622300254827,BI,0.095,KGM
7622300254810,PI,1.9,KGM
7622300287689,PI,0.475,KGM
17622300287686,PI,1.9,KGM
7622300254872,BI,0.095,KGM
7622300254865,PI,1.9,KGM
