GTIN|GLNofDataSupplier|NameOfDataSupplier|BaseUnit|NumberOfBaseUnitContained|ItemNameLongML_language_EN|ItemNameLongML_language_RU|ItemName_language_EN|ItemName_language_RU|DespatchUnit|OrderingUnit|ConsumerUnit|GLNofManufacturer|ManufacturersName|Content|ContentUnitOfMeasure|GrossWeightFNFTSS|GrossWeightUnitOfMeasure|NetWeight|NetWeightUnitOfMeasure|BasePriceDeclarationRelevant|VAT_RU|BrandNameML_language_EN|BrandNameML_language_RU|PLUDescriptionML_language_EN|PLUDescriptionML_language_RU|GPC|CountryOfOrigin|PackagingTypeFNF|MeasurementTradeItemHeight|MeasurementTradeItemHeightUnitOfMeasure|MeasurementTradeItemLengthDepth|MeasurementTradeItemLengthDepthUnitOfMeasure|MeasurementTradeItemWidth|MeasurementTradeItemWidthUnitOfMeasure|GTINofNextLowerPackagingItem|NumberOfNextLowerItemContained|PalletDataPalletTypeFNF|GTINCodedPallet|PalletDataPalletHandling|NumberOfLayersPerPallet|PalletDataPalletLoadingHeight|StorageStackingFactor|PalletDataPalletGrossWeight|SubBrand|NetVolume|NetVolumeUnitOfMeasure|functionalsHealthClaims|technoChemicalProperties|GTINofAssortmentComponent|ContentAssortmentNumberOfComponents|MarketingNameML_language_RU|ItemNameShortML_language_RU|VariableMeasureTradeItem|CountryOfLastProvenance|ColourSupplierNoCode|ColourColourCodeListAgency|RFIDSupport|PalletDataNumberOfDespatchUnitsPerPallet|BasePriceRelevantContent|BasePriceRelevantContentUnitOfMeasure|GTINofItemSubstitutedFor|InternalItemIDofSupplier|ItemName_language_EL|CataloguePriceOfInvoiceUnit|CataloguePriceCurrency|CataloguePricePriceBasis|CataloguePricePriceBasisUnitOfMeasure|certificateOfQualityNumber|certificateOfQualityStartDate|certificateOfQualityEndDate|DangerousGoodsLimitedQuantities|DrainedWeight|DrainedWeightUnitOfMeasure|GeneticalInformation|MinimumDurabilityFromProduction|MinimumDurabilityFromProductionTimeUnit|NutritionalValueReferenceValue|GrossCalorificValueKJ|ConvenienceLevel|nutritionalContentValueUnitOfMeasure|ENumberCode|MinimumDurabilityFromOpening|MinimumDurabilityFromOpeningTimeUnit|nutritionalCompositionCode|nutritionalCompositionPercentage|rawMaterialUsed|rawMaterialUsedUnitOfMeasure|RecommendedSalesPrice|RecommendedSalesPriceCurrency|ItemName_language_AR|BatchNumbered|TemperatureMinStorage|TemperatureMaxStorage|TemperatureUnitOfMeasure|CommodityNomenclatureOfForeign-economicActivity|RussianClassificationOfProductsByEconomicActivities|RussianClassificationOfProducts|PricingSegment|ItemName_language_BR|BrandNameML_language_AR|GTINofBaseUnit|FunctionalName_language_EN|variant|variantLanguage|NonPublicGLNList|dietaryInformation|StartValidityDateOfAddVersion|FunctionalName_language_RU|handlingInstructionCode|MinimumOrderQuantity|RackJobber|MinimumDurabilityFromArrival|MinimumDurabilityFromArrivalTimeUnit
3014260410605|4603922748610||PI|10||SENSOR EXEL КАС Д/СТ Д/ЖЕН 3ШТ|||N|N|N|||||204|GRM|0.09|KGM|||||||||PK|156|MMT|104|MMT|84|MMT|3014260244910|10|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260635459|4603922748610||PI|40||SENSOR EXEL КАС Д/СТ Д/ЖЕН 3ШТ|||Y|Y|N|||||986|GRM|0.36|KGM|||||||||CS|172|MMT|218|MMT|175|MMT|3014260410605|4|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965101359|4603922748610||PI|5760||SENSOR EXEL КАС Д/СТ Д/ЖЕН 3ШТ|||Y|N|N|||||||51.84|KGM|||||||||NE|||1200|MMT|800|MMT|3014260635459|144|201|Y|RUP|6|1182|1|163984||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260245689|4603922748610||BI|1||SENSOR EXEL СТАН.Д/Б+КАС 1+1ШТ|SENSOR  EXCEL RAZOR|SENSOR EXEL СТАН.Д/БР+КАССЕТЫ 1+1ШТ|N|N|Y|37000000006|Procter & Gamble|1|PCE|48|GRM|0.043|KGM|N|60|Sensor|Sensor||SENSOR EXEL|10000730|BR|DPE|15|MMT|99|MMT|195|MMT||||||||||EXEL|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260410919|4603922748610||PI|6||SENSOR EXEL СТАН.Д/Б+КАС 1+1ШТ|||N|N|N|||||333|GRM|0.258|KGM|||||||||PK|196|MMT|172|MMT|51|MMT|3014260245689|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260636067|4603922748610||PI|36||SENSOR EXEL СТАН.Д/Б+КАС 1+1ШТ|||Y|Y|N|||||2220|GRM|1.548|KGM|||||||||CS|222|MMT|330|MMT|186|MMT|3014260410919|6|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965101380|4603922748610||PI|2520||SENSOR EXEL СТАН.Д/Б+КАС 1+1ШТ|||Y|N|N|||||||108.36|KGM|||||||||NE|||1200|MMT|800|MMT|3014260636067|70|201|Y|RUP|5|1260|1|180400||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260245832|4603922748610||BI|1||SENSOR EXEL КАССЕТЫ Д/СТ 10ШТ|SENSOR  EXCEL BLADE PERMANENT SYSTEM|SENSOR EXEL КАССЕТЫ Д/СТ 10ШТ|N|N|Y|37000000006|Procter & Gamble|10|PCE|35|GRM|0.03|KGM|N|60|Sensor|Sensor||SENSOR EXEL|10000369|PL|BX|16|MMT|98|MMT|112|MMT||||||||||EXEL|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260410995|4603922748610||PI|10||SENSOR EXEL КАССЕТЫ Д/СТ 10ШТ|||N|N|N|||||392|GRM|0.3|KGM|||||||||PK|213|MMT|104|MMT|84|MMT|3014260245832|10|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260636296|4603922748610||PI|200||SENSOR EXEL КАССЕТЫ Д/СТ 10ШТ|||Y|Y|N|||||7840|GRM|6|KGM|||||||||CS|349|MMT|530|MMT|224|MMT|3014260410995|20|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965101441|4603922748610||PI|4200||SENSOR EXEL КАССЕТЫ Д/СТ 10ШТ|||Y|N|N|||||||126|KGM|||||||||NE|||1200|MMT|800|MMT|3014260636296|21|201|Y|RUP|3|1197|1|186640||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260246693|4603922748610||BI|1||SATINCARE PLUS ОДНОР.СТАН.4ШТ|SATIN CARE  PLUS BLADE DISPOSABLE LONG HANDLE|SATIN CARE PLUS  ОДНОР.СТАН 4ШТ|N|N|Y|37000000006|Procter & Gamble|4|PCE|37|GRM|0.032|KGM|N|60|Satin Care|Satin Care||SATINCARE PL|10000370|PL|BG|238|MMT|40|MMT|90|MMT||||||||||PLUS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260411572|4603922748610||PI|12|SCARE PLUS DIS 4 MSR|SATINCARE PLUS О/Р.СТ.4Ш+СЭМПЛ|||N|N|N|||||550|GRM|0.384|KGM|||||||||PK|105|MMT|255|MMT|195|MMT|3014260246693|12|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260637316|4603922748610||PI|96||SATINCARE PLUS О/Р.СТ.4Ш+СЭМПЛ|||Y|Y|N|||||4573|GRM|3.072|KGM|||||||||CS|217|MMT|521|MMT|407|MMT|3014260411572|8|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965396229|4603922748610||PI|1920||SATINCARE PLUS О/Р.СТ.4Ш+СЭМПЛ|||Y|N|N|||||||69.12|KGM|||||||||NE|||1200|MMT|800|MMT|3014260637316|20|201|Y|RUP|4|1018|1|126060||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965396205|4603922748610||PI|1920||SATINCARE PLUS О/Р.СТ.4Ш+СЭМПЛ|||Y|N|N|||||||69.12|KGM|||||||||NE|||1200|MMT|800|MMT|3014260637316|20|201|Y|RUP|4|1018|1|126060||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965101496|4603922748610||PI|1920|SCARE PLUS DIS 4  MSR|SATINCARE PLUS ОДНОР.СТАН.4ШТ|||Y|N|N|||||||61.44|KGM|||||||||NE|||1200|MMT|800|MMT|3014260637316|20|201|Y|RUP|5|1018|1|139325||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965480744|4603922748610||PI|1920||SATINCARE PLUS ОДНОР.СТАН.4ШТ|||Y|N|N|||||||69.12|KGM|||||||||NE|||1200|MMT|800|MMT|3014260637316|20|201|Y|RUP|4|1018|1|116460||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260247898|4603922748610||BI|1||SENSOR EXEL КАССЕТЫ Д/СТ 3ШТ|SENSOR  EXCEL BLADE PERMANENT SYSTEM|SENSOR EXEL КАССЕТЫ Д/СТ 3ШТ|N|N|Y|37000000006|Procter & Gamble|3|PCE|22|GRM|0.009|KGM|N|60|Sensor|Sensor||SENSOR EXEL|10000369|PL|BG|104|MMT|15|MMT|98|MMT||||||||||EXEL|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260412296|4603922748610||PI|10||SENSOR EXEL КАССЕТЫ Д/СТ 3ШТ|||N|N|N|||||222|GRM|0.09|KGM|||||||||PK|156|MMT|104|MMT|83|MMT|3014260247898|10|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260639853|4603922748610||PI|400||SENSOR EXEL КАССЕТЫ Д/СТ 3ШТ|||Y|Y|N|||||8910|GRM|3-Jun|KGM|||||||||CS|350|MMT|530|MMT|327|MMT|3014260412296|40|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965101564|4603922748610||PI|4800||SENSOR EXEL КАССЕТЫ Д/СТ 3ШТ|||Y|N|N|||||||43.2|KGM|||||||||NE|||1200|MMT|800|MMT|3014260639853|12|201|Y|RUP|3|1200|1|131920||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260248642|4603922748610||BI|1||SATINCARE PLUS ОДНОР.СТАН.2ШТ|SATIN CARE  PLUS BLADE DISPOSABLE LONG HANDLE|SATIN CARE PLUS  ОДНОР.СТАН 2ШТ|N|N|Y|37000000006|Procter & Gamble|2|PCE|18|GRM|0.018|KGM|N|60|Satin Care|Satin Care||SATINCARE PL|10000370|PL|BG|30|MMT|73|MMT|203|MMT||||||||||PLUS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260422455|4603922748610||PI|24||SATINCARE PLUS ОДНОР.СТАН.2ШТ|||N|N|N|||||516|GRM|0.432|KGM|||||||||PK|105|MMT|255|MMT|195|MMT|3014260248642|24|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260664770|4603922748610||PI|144||SATINCARE PLUS ОДНОР.СТАН.2ШТ|||Y|Y|N|||||3500|GRM|2.592|KGM|||||||||CS|274|MMT|401|MMT|331|MMT|3014260422455|6|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965480751|4603922748610||PI|3456||SATINCARE PLUS ОДНОР.СТАН.2ШТ|||Y|N|N|||||||62.208|KGM|||||||||NE|||1200|MMT|800|MMT|3014260664770|24|201|Y|RUP|4|1246|1|109000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965413780|4603922748610||PI|3456||SATINCARE PLUS ОДНОР.СТАН.2ШТ|||Y|N|N|||||||62.208|KGM|||||||||NE|||1200|MMT|800|MMT|3014260664770|24|201|Y|RUP|4|1246|1|109000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965102912|4603922748610||PI|3456||SATINCARE PLUS ОДНОР.СТАН.2ШТ|||Y|N|N|||||||62.208|KGM|||||||||NE|||1200|MMT|800|MMT|3014260664770|24|201|Y|RUP|4|1246|1|109000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260251970|4603922748610||BI|1|MACH3 CRT  2|MACH3 КАССЕТЫ Д/СТ 2ШТ|MACH3  BASE BLADE PERMANENT SYSTEM|MACH3  КАССЕТЫ Д/СТ 2ШТ|N|N|Y|37000000006|Procter & Gamble|2|PCE|25|GRM|0.022|KGM|N|60|Mach3|Mach3|MACH3 CRT  2|MACH3 КАССЕТ|10000369|PL|BX|112|MMT|18|MMT|94|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260414436|4603922748610||PI|10|MACH3 CRT 2 CS|MACH3 КАССЕТЫ Д/СТ 2ШТ|||N|Y|N|||||275|GRM|0.24|KGM|||||||||PK|120|MMT|98|MMT|96|MMT|3014260251970|10|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018032723|4603922748610||PI|10|MACH3 CRT  2|MACH3 КАССЕТЫ Д/СТ 2ШТ|||N|N|N|||||275|GRM|0.22|KGM|||||||||PK|120|MMT|98|MMT|96|MMT|3014260251970|10|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260649180|4603922748610||PI|400|MACH3 CRT 2 CS|MACH3 КАССЕТЫ Д/СТ 2ШТ|||Y|Y|N|||||11608|GRM|9-Jun|KGM|||||||||CS|248|MMT|502|MMT|400|MMT|3014260414436|40|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965295782|4603922748610||PI|6400||MACH3 КАССЕТЫ Д/СТ 2ШТ|||Y|N|N|||||||153.6|KGM|||||||||NE|||1200|MMT|800|MMT|3014260649180|16|201|Y|RUP|4|1140|1|210728||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965511523|4603922748610||PI|6400|MACH3 CRT 2|MACH3 КАССЕТЫ Д/СТ 2ШТ|||Y|N|N|||||||153.6|KGM|||||||||NE|||1200|MMT|800|MMT|3014260649180|16|201|Y|RUP|4|1140|1|210728||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965552700|4603922748610||PI|6400|MACH3 CRT 2 CS|MACH3 КАССЕТЫ Д/СТ 2ШТ ЖИЛЛЕТТ ЛЕТО|||Y|N|N|||||||153.6|KGM|||||||||NE|||1200|MMT|800|MMT|3014260649180|16|201|Y|RUP|4|1140|1|210728||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018032730|4603922748610||PI|40|MACH3 CRT  2|MACH3 КАССЕТЫ Д/СТ 2ШТ|||Y|Y|N|||||1100|GRM|0.88|KGM|||||||||CS|247|MMT|192|MMT|98|MMT|7702018032723|4|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965558788|4603922748610||PI|640|MACH3 CRT  2|MACH3 КАССЕТЫ Д/СТ 2ШТ|||Y|N|N|||||||14-Aug|KGM|||||||||NE|||1200|MMT|800|MMT|7702018032730|16|201|Y|RUP|4|1140|1|210000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260260354|4603922748610||BI|1|SENSR EXLFW RAZOR 1UP FASHM|SENSEXEL СТ.Д/Б Д/Ж+КАС 1+1ШТ|SENSOR  EXCEL FOR WOMEN RAZOR|SENSOR EXEL СТАН.Д/БР Д/Ж+КАССЕТЫ 1+1ШТ|N|N|Y|37000000006|Procter & Gamble|1|PCE|43|GRM|0.043|KGM|N|60|Sensor|Sensor|SENSR EXLFW|SENSEXEL СТ.|10000730|BR|PK|99|MMT|25|MMT|195|MMT||||||||||EXEL|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260417796|4603922748610||PI|6||SENSEXEL СТ.Д/Б Д/Ж+КАС 1+1ШТ|||N|N|N|||||328|GRM|0.258|KGM|||||||||PK|198|MMT|200|MMT|56|MMT|3014260260354|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260653170|4603922748610||PI|36||SENSEXEL СТ.Д/Б Д/Ж+КАС 1+1ШТ|||Y|Y|N|||||2218|GRM|1.548|KGM|||||||||CS|219|MMT|360|MMT|212|MMT|3014260417796|6|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965102141|4603922748610||PI|1980||SENSEXEL СТ.Д/Б Д/Ж+КАС 1+1ШТ|||Y|N|N|||||||85.14|KGM|||||||||NE|||1200|MMT|800|MMT|3014260653170|55|201|Y|RUP|5|1246|1|146990||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260260996|4603922748610||BI|1|SPTNK SUPER DBLE 5|SPUTNIKSUPER PLATINUM ЛЕЗВ 5ШТ|SPUTNIK  SUPER BLADE DOUBLE EDGE|SPUTNIK SUPER PLATINUM  ЛЕЗВИЯ 5ШТ|N|N|Y|37000000006|Procter & Gamble|5|PCE|7|GRM|0.003|KGM|N|60|Sputnik|Sputnik|SPTNK SUPER|SPUTNIKSUPER|10000369|RU|BG|7|MMT|27|MMT|49|MMT||||||||||SUPER PLATINUM|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260418014|4603922748610||PI|20||SPUTNIKSUPER PLATINUM ЛЕЗВ 5ШТ|||N|N|N|||||140|GRM|0.06|KGM|||||||||PK|165|MMT|300|MMT|200|MMT|3014260260996|20|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260653781|4603922748610||PI|2000||SPUTNIKSUPER PLATINUM ЛЕЗВ 5ШТ|||Y|Y|N|||||14040|GRM|6|KGM|||||||||CS|235|MMT|455|MMT|385|MMT|3014260418014|100|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965227820|4603922748610||PI|40000||SPUTNIKSUPER PLATINUM ЛЕЗВ 5ШТ|||Y|N|N|||||||120|KGM|||||||||NE|||1200|MMT|800|MMT|3014260653781|20|201|Y|RUP|4|1085|1|290000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260262693|4603922748610||BI|1|SPTNK SUPER DBLE 5|VENUS BLUE СТ.Д/БР 1ШТ|VENUS  BASE RAZOR|VENUS BLUE СТ.Д/БР 1ШТ|N|N|Y|37000000006|Procter & Gamble|1|PCE|115|GRM|0.112|KGM|N|60|Venus|Venus|SPTNK SUPER|VENUS BLUE С|10000730|US|PK|196|MMT|50|MMT|96|MMT||||||||||BLUE|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260418663|4603922748610||PI|6|VENUS RAZOR|VENUS СТ.Д/БР+КАССЕТЫ1+2ШТ+СТ|||N|N|N|||||796|GRM|0.672|KGM|||||||||PK|202|MMT|299|MMT|97|MMT|3014260262693|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260655013|4603922748610||PI|12||VENUS BLUE СТ.Д/БР 1ШТ|||Y|Y|N|||||1867|GRM|1.344|KGM|||||||||CS|221|MMT|311|MMT|213|MMT|3014260418663|2|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965055607|4603922748610||PI|720||VENUS СТ.Д/БР+КАССЕТЫ 1+2ШТ|||Y|N|N|||||||82.8|KGM|||||||||NE|||1200|MMT|800|MMT|3014260655013|60|201|Y|RUP|5|1254|1|137020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965445682|4603922748610||PI|720||VENUS СТ.Д/БР+КАССЕТЫ1+2ШТ+СТ|||Y|N|N|||||||80.64|KGM|||||||||NE|||1200|MMT|800|MMT|3014260655013|60|201|Y|RUP|5|1254|1|137020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965445637|4603922748610||PI|720||VENUS BLUE СТ.Д/БР 1ШТ|||Y|N|N|||||||80.64|KGM|||||||||NE|||1200|MMT|800|MMT|3014260655013|60|201|Y|RUP|5|1254|1|137020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965445675|4603922748610||PI|720||VENUS СТ.Д/БР+КАССЕТЫ1+2ШТ+СТ|||Y|N|N|||||||82.8|KGM|||||||||NE|||1200|MMT|800|MMT|3014260655013|60|201|Y|RUP|5|1254|1|137020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965299568|4603922748610||PI|720||VENUS СТ.Д/БР+КАССЕТЫ 1+2ШТ|||Y|N|N|||||||80.64|KGM|||||||||NE|||1200|MMT|800|MMT|3014260655013|60|201|Y|RUP|5|1254|1|137020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260262709|4603922748610||BI|1|VENUS CRT 4|VENUS КАССЕТЫ Д/СТ 4ШТ|VENUS  VENUS CRT 4|VENUS  КАССЕТЫ Д/СТ 4ШТ|N|N|Y|37000000006|Procter & Gamble|4|PCE|35|GRM|0.028|KGM|N|60|Venus|Venus|VENUS CRT 4|VENUS КАССЕТ|10000369|DE|BX|104|MMT|24|MMT|96|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260418670|4603922748610||PI|10|VENUS CRT 4|VENUS КАССЕТЫ Д/СТ 4ШТ|||N|N|N|||||390|GRM|0.28|KGM|||||||||PK|127|MMT|128|MMT|98|MMT|3014260262709|10|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260655020|4603922748610||PI|40|VENUS CRT 4|VENUS КАССЕТЫ Д/СТ 4ШТ|||Y|Y|N|||||1730|GRM|1-Dec|KGM|||||||||CS|210|MMT|267|MMT|138|MMT|3014260418670|4|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965299582|4603922748610||PI|4000||VENUS КАССЕТЫ Д/СТ 4ШТ|||Y|N|N|||||||112|KGM|||||||||NE|||1200|MMT|800|MMT|3014260655020|100|201|Y|RUP|5|1198|1|198000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965055614|4603922748610||PI|4000|VENUS CRT 4|VENUS КАССЕТЫ Д/СТ 4ШТ|||Y|N|N|||||||112|KGM|||||||||NE|||1200|MMT|800|MMT|3014260655020|100|201|Y|RUP|5|1198|1|198000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965295904|4603922748610||PI|4000||VENUS КАССЕТЫ Д/СТ 4ШТ|||Y|N|N|||||||112|KGM|||||||||NE|||1200|MMT|800|MMT|3014260655020|100|201|Y|RUP|5|1198|1|198000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260263331|4603922748610||BI|1|SPTNK SUPER DBLE 5|SATINCARE PLUS ОДНОР.СТАН.1ШТ|SATIN CARE  PLUS BLADE DISPOSABLE LONG HANDLE|SATIN CARE PLUS  ОДНОР.СТАН 1ШТ|N|N|Y|37000000006|Procter & Gamble|1|PCE|12|GRM|0.007|KGM|N|60|Satin Care|Satin Care|SPTNK SUPER|SATINCARE PL|10000370|MX|DPE|30|MMT|51|MMT|140|MMT||||||||||PLUS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
6001017003897|4603922748610||PI|12||SATINCARE PLUS ОДНОР.СТАН.1ШТ|||N|N|N|||||153|GRM|0.084|KGM|||||||||PK|40|MMT|459|MMT|237|MMT|3014260263331|12|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
16001017004112|4603922748610||PI|288||SATINCARE PLUS ОДНОР.СТАН.1ШТ|||Y|Y|N|||||3675|GRM|2.016|KGM|||||||||CS|195|MMT|540|MMT|420|MMT|6001017003897|24|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965126956|4603922748610||PI|5760||SATINCARE PLUS ОДНОР.СТАН.1ШТ|||Y|N|N|||||||40.32|KGM|||||||||NE|||1200|MMT|800|MMT|16001017004112|20|201|Y|RUP|5|1125|1|98500||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260264505|4603922748610||BI|1|SPTNK SUPER DBLE 5|VENUS КАССЕТЫ Д/СТ 2ШТ|VENUS  BASE BLADE PERMANENT SYSTEM|VENUS  КАССЕТЫ Д/СТ 2ШТ|N|N|Y|37000000006|Procter & Gamble|2|PCE|24|GRM|0.018|KGM|N|60|Venus|Venus|SPTNK SUPER|VENUS КАССЕТ|10000369|DE|BX|104|MMT|24|MMT|95|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260419233|4603922748610||PI|10||VENUS КАССЕТЫ Д/СТ 2ШТ|||N|N|N|||||275|GRM|0.18|KGM|||||||||PK|127|MMT|128|MMT|98|MMT|3014260264505|10|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260656539|4603922748610||PI|40||VENUS КАССЕТЫ Д/СТ 2ШТ|||Y|Y|N|||||1265|GRM|0.72|KGM|||||||||CS|210|MMT|267|MMT|138|MMT|3014260419233|4|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965295881|4603922748610||PI|4000||VENUS КАССЕТЫ Д/СТ 2ШТ|||Y|N|N|||||||96|KGM|||||||||NE|||1200|MMT|800|MMT|3014260656539|100|201|Y|RUP|5|1198|1|151500||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965299575|4603922748610||PI|4000||VENUS КАССЕТЫ Д/СТ 2ШТ|||Y|N|N|||||||72|KGM|||||||||NE|||1200|MMT|800|MMT|3014260656539|100|201|Y|RUP|5|1198|1|151500||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965102455|4603922748610||PI|4000||VENUS КАССЕТЫ Д/СТ 2ШТ|||Y|N|N|||||||72|KGM|||||||||NE|||1200|MMT|800|MMT|3014260656539|100|201|Y|RUP|5|1198|1|151500||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260265861|4603922748610||BI|1|BII PLUS ELHDL DIS 3 SENST|BLUE II SENS ОДНОР.СТАН.3ШТ|BLUE II  PLUS BLADE DISPOSABLE ELASTOMER HANDLE|BLUE II PLUS SENS ОДНОР.СТАН. 3ШТ|N|N|Y|37000000006|Procter & Gamble|3|PCE|27|GRM|0.024|KGM|N|60|Blue II|Blue II|BII PLUS ELH|BLUE II SENS|10000370|RU|BG|230|MMT|15|MMT|78|MMT||||||||||PLUS SENS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260657727|4603922748610||PI|40|BII PLUS ELHDL DIS 3 SENST|BLUE II SENS ОДНОР.СТАН.3ШТ|||Y|Y|N|||||1310|GRM|0.96|KGM|||||||||CS|152|MMT|446|MMT|226|MMT|3014260265861|40|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965102516|4603922748610||PI|1960|BII PLUS ELHDL DIS 3 SENST|BLUE II SENS ОДНОР.СТАН.3ШТ|||Y|N|N|||||||47.04|KGM|||||||||NE|||1200|MMT|800|MMT|3014260657727|49|201|Y|RUP|7|1214|1|84200||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260265885|4603922748610||BI|1|BII PLUS ELHDL DIS 1 SENST|BLUE II PLUS SENS ОДНОР.СТ 1ШТ|BLUE II  RAZOR 1PCE|BLUE II PLUS SENS ОДНОР.СТАН 1ШТ|N|N|Y|37000000006|Procter & Gamble|1|PCE|11|GRM|0.008|KGM|N|60|Blue II|Blue II|BII PLUS ELH|BLUE II PLUS|10000370|RU|DPE|127|MMT|20|MMT|100|MMT||||||||||PLUS SENS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
